"no","number","id","context","sentence","intentionality","factivity","pictoriality","intentionality_z","factivity_z","pictoriality_z","sense","posterior_max"
773,843,"BNK","W_misc","  as if you're all right and not alone.' It is hard to imagine Deborah Moggach being embarrassed now. Tall, slim and disarmingly natural, she laughs",6,3,2.5,0.560379479742608,-0.377194301479682,-0.322756138680788,2,0.999999942975332
774,844,"HHV","W_hansard","  technology college gets the lot -- and it is public money. Mr. Eggar I imagine that this may well be the hon. Gentleman's last contribution to Education Question Time",2,5,1.5,-1.91170236394237,0.841485177179189,-0.883479171556711,1,1
775,845,"AAV","W_newsp_brdsht_nat_misc","  bubbly, by taxi, to sad friend in Wordsley who is, we fondly imagine, instantly magicked into happy lady. Jimmy Franks is one hell of a Christmas",6,2,5,0.560379479742608,-0.986534040809118,1.07905144350902,2,0.999999974367869
776,846,"ACG","W_religion","  . We understand how deeply people can become attached to sacred objects. We can imagine the horror that would ripple through Christendom if the Turin Shroud were stolen, even",6,2,2.5,0.560379479742608,-0.986534040809118,-0.322756138680788,2,0.999999937541847
777,847,"CDK","W_misc","  already know. Let's pause for a moment, while I ask you to imagine the smell of newly baked bread or freshly percolated coffee. The point of using",6,2,3.5,0.560379479742608,-0.986534040809118,0.237966894195135,2,0.999999935668901
778,848,"HA4","W_fict_prose","  # Lily of Eden's fragrant shade... =' #' But one must imagine the crowded churches in the East End of London,' said Everard,'",5.5,5,6,0.251369249281986,0.841485177179189,1.63977447638494,2,0.999999510351998
779,849,"KB8","S_conv","  an appointment booked. (SP:PS14B) Yeah (SP:PS14L) It's just that, well you can imagine what she's gon na be like. But she screams so much when she",6,2.5,2,0.560379479742608,-0.6818641711444,-0.60311765511875,2,0.999999950921953
780,850,"CJX","W_fict_prose","  .' I wonder what they promised him?'' Very little, I imagine,' said the Captain irritably,' and he wouldn't have got it",2,3,1.5,-1.91170236394237,-0.377194301479682,-0.883479171556711,1,1
782,852,"HH3","W_non_ac_polit_law_edu","  only you.' She relaxes and opens the door wide.' I always imagine it's going to be a tax-inspector!' A two-year-old is reaching excitedly out",4,2.5,3,-0.675661442099883,-0.6818641711444,-0.0423946222428265,1,0.999966769351356
783,853,"AE0","W_fict_prose","  you do not expect too lengthy or too frequent an exchange. You can not imagine how overwhelmed I feel with duties sometimes. Sincerely yours, Prof. R. von Krafft-Ebing",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
784,855,"CFY","W_fict_prose","  head now towards Joe, and gallantly he now replied,' I could never imagine you being past anything, Mrs Robson.'' You're right, you",6,3,2,0.560379479742608,-0.377194301479682,-0.60311765511875,2,0.999999953269441
785,856,"CBF","W_newsp_other_report","  Kikozi said:' I have nothing to say about their food, but I imagine we will now see people wearing happy hats around the place.' Spiritually,",2,3,6,-1.91170236394237,-0.377194301479682,1.63977447638494,1,1
786,857,"FAJ","W_fict_prose","  indicate that he is inside and should not be disturbed, but I can't imagine Claudia, chic Parisienne, et cetera, allowing her relationship to be semaphored in",6,2.5,2.5,0.560379479742608,-0.6818641711444,-0.322756138680788,2,0.999999939852924
787,858,"F8P","S_interview_oral_history","  you, if you multiply that by the number of people at work you can imagine how much production was lost erm (pause) and also when the sirens went (pause) Major",5.5,5.5,2,0.251369249281986,1.14615504684391,-0.60311765511875,2,0.999997736665019
788,859,"G24","W_pop_lore","  and German shepherd dogs. We saw the obstacle course where the dogs learn to imagine they are six feet tall so that they can keep their blind owners safe from",5.5,2,6,0.251369249281986,-0.986534040809118,1.63977447638494,2,0.999998786390937
789,860,"CET","W_non_ac_nat_science","  particles are indeed present, although we can not detect them directly. We can imagine, then, a circumstance in which there were no such things as matter,",6,1,1.5,0.560379479742608,-1.59587378013855,-0.883479171556711,2,0.999999963330208
790,861,"CAY","W_misc","  will give a shallow glide with low rotor RPM. It may be difficult to imagine the concept of a helicopter' gliding but this is an accurate description of the",6,5,5,0.560379479742608,0.841485177179189,1.07905144350902,2,0.999999985779466
791,862,"G06","W_fict_prose","  , an agreement that as birth precedes so death must follow. I couldn't imagine Lili dying. She was ageless and even in age would, I knew,",6,3,3,0.560379479742608,-0.377194301479682,-0.0423946222428265,2,0.999999938811001
792,863,"K6Y","S_speech_unscripted","  a case of Mr Prospect (pause) let's just have a look, let's imagine today is the last day that you'll be working as a carpenter. You",5.5,2,2,0.251369249281986,-0.986534040809118,-0.60311765511875,2,0.999994581292385
793,864,"A08","W_fict_prose","  made, not born. The colossal error of nineteenth-century anthropologists like Tyler was to imagine that there was no difference. The reaction to this of Saussure, Lvi-Strauss and",5.5,2,1.5,0.251369249281986,-0.986534040809118,-0.883479171556711,2,0.999996337366973
794,865,"CGE","W_religion","  of inner conflict of these kinds. # Wouldn't it be lovely... # Imagine yourself in your favourite shopping street. It's a lovely sunny afternoon. You",6,2,6.5,0.560379479742608,-0.986534040809118,1.9201359928229,2,0.999999996790129
795,866,"ABS","W_pop_lore","  quite know how to arrange it. I write about Agnes, I try to imagine her, I let her sit on a bench in the sauna, walk around",6.5,2,6,0.869389710203231,-0.986534040809118,1.63977447638494,2,0.999999999835919
796,867,"B7G","W_non_ac_nat_science","  its sheer usefulness, not least as an examination primer. It's hard to imagine a better, although Arthur Strahler's Physical Geology, a book constructed along similar",6,3,2,0.560379479742608,-0.377194301479682,-0.60311765511875,2,0.999999953269441
797,868,"HSG","W_misc","  , from the Palace walls, looked like a model railway track. One could imagine the early days of the place, when Blondin had walked on a tightrope across",6.5,5.5,6,0.869389710203231,1.14615504684391,1.63977447638494,2,0.999999999899545
798,869,"FBN","W_pop_lore","  they leave eggs like a coating of slime on the rim. As you might imagine, the fry are difficult to raise. My little crew of seven fish are",5.5,6,1.5,0.251369249281986,1.45082491650862,-0.883479171556711,2,0.999998686901535
799,871,"EUU","W_commerce","  client's order had been executed a full day after it had been placed. Imagine yourself in the role of a client. Would you be happy with this sort",7,3.5,2.5,1.17839994066385,-0.0725244318149641,-0.322756138680788,2,0.999999999714413
800,872,"FM2","S_meeting","  (SP:PS1S1) How big is it? I mean is it a massive program? I imagine it'd be quite huge. (SP:PS1S4) Erm it it was compressed onto six disks",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
801,873,"FS1","W_fict_prose","  , after all, he should put Madeleine out of his mind. Even to imagine she could love him was absurd. It would be far more sensible to concentrate",6,1.5,1.5,0.560379479742608,-1.29120391047384,-0.883479171556711,2,0.999999963253241
802,874,"ADL","W_non_ac_polit_law_edu","  a brave band of right-minded guys and gals, charged with responsibility no outsider can imagine, working all hours, with bright minds often in good-looking heads, growing ever",6,6,3,0.560379479742608,1.45082491650862,-0.0423946222428265,2,0.999999968793144
803,875,"HNJ","W_fict_prose","  think I can bear to tell it again just now.'' I can imagine.' The sympathy in his voice was heart-warming. Of course he understood,",5.5,3.5,2,0.251369249281986,-0.0725244318149641,-0.60311765511875,2,0.999995906761584
804,876,"CB8","W_pop_lore","  men see it as some sort of role-play. When I close my eyes and imagine fatherhood, I see all the standard clichs: John Jr walking with me in",7,2,5.5,1.17839994066385,-0.986534040809118,1.35941295994698,2,0.999999999969181
805,877,"HGE","W_fict_prose","  what on earth Papa would say of that banal piece of wisdom she could not imagine -- and why was Papa, whom she had parted from in a high old",5.5,2.5,2.5,0.251369249281986,-0.6818641711444,-0.322756138680788,2,0.999993506945511
806,878,"H7F","W_fict_prose","  at some time in the future. Even so, she found it hard to imagine ever becoming so desperate. Time would have to drag on a lot longer than",6,3,2,0.560379479742608,-0.377194301479682,-0.60311765511875,2,0.999999953269441
807,879,"GYF","S_consult","  of skin and it's a real hassle, so er (SP:PS298) (laugh) I can imagine. (SP:PS297) so er I think that'd be the, the sensible thing to",5.5,5.5,1.5,0.251369249281986,1.14615504684391,-0.883479171556711,2,0.999998423462446
808,881,"H8S","W_fict_prose","  have regarded as a' fate worse than death', since she could hardly imagine that Luke had gone to the trouble of virtually kidnapping her in order to spend",2,2,2,-1.91170236394237,-0.986534040809118,-0.60311765511875,1,1
809,882,"FU3","W_misc","  has been achieved. # The Essay as Practice Looking at it another way, imagine that you have been asked to make a bookcase in a craft lesson. The",6,2,4.5,0.560379479742608,-0.986534040809118,0.798689927071058,2,0.999999960386064
810,883,"K4T","W_newsp_other_sports","  as they watch some of the most gloriously pink sunsets it is ever possible to imagine. There are beaches which are easily accessible either side of this artery road,",5.5,5.5,5.5,0.251369249281986,1.14615504684391,1.35941295994698,2,0.999999223342599
811,884,"H7F","W_fict_prose","  well. Perhaps she loved him. He thought he loved her. He could imagine them living together. even marrying. He would make a living as an artist",6,2.5,4.5,0.560379479742608,-0.6818641711444,0.798689927071058,2,0.999999962501705
813,886,"KB8","S_conv","  (SP:PS14B) Yes please. (pause) Oh, there's a piece of (pause) I should imagine there's bits of puzzles under the chairs anyway. Sure to be. (pause)",2,4.5,2.5,-1.91170236394237,0.536815307514471,-0.322756138680788,1,1
815,892,"AB9","W_fict_prose","  said that it just seemed a lot to him.' I mean, I imagine a lot of people might have difficulty raising that much?'' Yes and",2,5,1.5,-1.91170236394237,0.841485177179189,-0.883479171556711,1,1
817,894,"GUK","W_fict_prose","  when Paris fell and the Germans were occupying everywhere. People in the village could imagine what it would be like, the Germans taking all their supplies. So they",6,2.5,4,0.560379479742608,-0.6818641711444,0.518328410633096,2,0.999999948821321
818,895,"CB0","W_fict_poetry","  Tuesday, # we shot a man # at 0800 hours. # Try to imagine, # if you can, # the subdued feel # of a Sunday morning",6.5,4.5,3,0.869389710203231,0.536815307514471,-0.0423946222428265,2,0.99999999816395
819,896,"ADP","W_biography","  of the ad hominem propagandizing directed against him in the post-war years, one might imagine Karajan was a great player in this awesome drama. In reality, he was",3.5,2.5,2,-0.984671672560506,-0.6818641711444,-0.60311765511875,1,0.999999996580693
820,897,"AHA","W_newsp_brdsht_nat_arts","  died just as she was beginning to be more widely accepted. I can not imagine her, though, as a pillar of the literary Establishment, for all that",6,2.5,1.5,0.560379479742608,-0.6818641711444,-0.883479171556711,2,0.99999996478653
821,898,"JA9","S_meeting","  increase, we will put in a budget higher than this year's, I imagine, simply inflation and on costs, we'll will mean an increase over this",2,3,1.5,-1.91170236394237,-0.377194301479682,-0.883479171556711,1,1
822,899,"FXR","S_meeting","  have a look at them first? (SP:PS23A) Just (unclear). I mean you can imagine what th-- the horn parts are playing in something like thirds fifths and sixths,",5.5,5.5,1.5,0.251369249281986,1.14615504684391,-0.883479171556711,2,0.999998423462446
823,900,"CEY","W_fict_prose","  Morgan, those tiles. Remember the name. Much cleverer man than you would imagine by that livid green' -- and then she would sail on, followed by",6,4.5,1.5,0.560379479742608,0.536815307514471,-0.883479171556711,2,0.999999973185935
824,901,"ADS","W_fict_prose","  Miss Hawarth likewise procured several paying guests, moving Wilson to declare she could not imagine why any lady would wish to lodge in her poorly decorated and furnished house when",6,4.5,3,0.560379479742608,0.536815307514471,-0.0423946222428265,2,0.999999953123106
825,902,"FS0","W_biography","  for water and rest. Mazzin started feeling my stomach again. I could only imagine that Brian had managed to loosen his hands. In the event Mazzin was after",5.5,5,4,0.251369249281986,0.841485177179189,0.518328410633096,2,0.999996790975938
826,904,"H84","W_fict_prose","  ' You find that unnatural in her father?'' No. But I imagine you know what is said about you.'' What is said about me",2,5,1.5,-1.91170236394237,0.841485177179189,-0.883479171556711,1,1
827,905,"A56","W_newsp_brdsht_nat_editorial","  idle for want of one or two spare parts. One can all too easily imagine a situation in which, within a few months, Poland will have the worst",6,2.5,1.5,0.560379479742608,-0.6818641711444,-0.883479171556711,2,0.99999996478653
828,906,"B0M","W_non_ac_nat_science","  time now right to teach these concepts in primary school science? # John Leisten Imagine introducing young people to molecules by giving them wooden cubes as atoms and dowel rods",6,3,6,0.560379479742608,-0.377194301479682,1.63977447638494,2,0.999999993727197
829,907,"ECR","W_non_ac_humanities_arts","  are held here -- a perfect setting for such an event. One could almost imagine oneself back into the Middle Ages but for the fact that technology has marched on",6,2,2.5,0.560379479742608,-0.986534040809118,-0.322756138680788,2,0.999999937541847
830,908,"CG3","W_non_ac_humanities_arts","  this too, plays its part. # Conjuring up the spirit of place # Imagine yourself in a room you love. Close your eyes so you can walk into",6.5,3.5,6,0.869389710203231,-0.0725244318149641,1.63977447638494,2,0.999999999853985
831,909,"HTM","W_fict_prose","  going away? Wyn raised a finger to his lips and said,' I imagine he is afraid that the same spectre haunts him, calling him to Bavduin,",2,3,1.5,-1.91170236394237,-0.377194301479682,-0.883479171556711,1,1
833,911,"FR6","W_fict_prose","  a rapid' Goodbye!' rushed out of the cottage. I could not imagine what he had found to interest him so much. # Sudden wealth # When",6,6,1.5,0.560379479742608,1.45082491650862,-0.883479171556711,2,0.999999981445766
834,912,"CKA","W_pop_lore","  sorely missed. The Free State front row was also impressive and it you can imagine three Mighty Mouse McLauchlans, well then you have them. The two Bester brothers",6,3.5,4.5,0.560379479742608,-0.0725244318149641,0.798689927071058,2,0.99999996793678
835,913,"GWL","W_misc","  but' he died a very rich dog'. # Close your eyes and imagine yourself in a bookshop. What is the pervading odour? The SUNDAY TIMES reports",6.5,2,7,0.869389710203231,-0.986534040809118,2.20049750926087,2,0.999999999975005
836,914,"HA6","W_fict_prose","  on to you, and I intend to spike your little game. Don't imagine you can play me for a fool. Adam may have fallen for your charms",2,3,1.5,-1.91170236394237,-0.377194301479682,-0.883479171556711,1,1
837,915,"KDN","S_conv","  time of the day to go up when there's nobody (unclear)2. (SP:PS1HJ) I'd imagine there'd be people maybe (pause) down and outs maybe tramps sleep in that park",2,5,4.5,-1.91170236394237,0.841485177179189,0.798689927071058,1,1
838,916,"AS3","W_misc","  scramble up rocks using my hands. Kind of obvious really. I can't imagine I would try and scramble up over rocks using my nose, but the use",6,1,5.5,0.560379479742608,-1.59587378013855,1.35941295994698,2,0.999999984199399
839,917,"EF1","W_fict_prose","  Czechoslovakian crystal chandelier was the only reminder of its once resplendent grandeur. He could imagine that the walls had once been lined with an array of expensive paintings or tapestries",5.5,5,6,0.251369249281986,0.841485177179189,1.63977447638494,2,0.999999510351998
840,918,"BN6","W_biography","  I found myself over the front page of the Evening Standard. I can not imagine what they were all thinking about. Afterwards, Lady Mary Wilson, Sir Harold",6,5.5,1.5,0.560379479742608,1.14615504684391,-0.883479171556711,2,0.999999978692784
841,919,"HA4","W_fict_prose","  as' nothing much, really'.' A very complicated subject, I imagine,' said Edwin Pettigrew.' I hoped that perhaps you had been doing",2,6,1.5,-1.91170236394237,1.45082491650862,-0.883479171556711,1,1
842,920,"G02","W_fict_prose","  Tom... he's never been a mouser in his life, I don't imagine. He's a domestic pussy. We did that to him; we humans",3.5,6,2.5,-0.984671672560506,1.45082491650862,-0.322756138680788,1,0.999999979768952
843,921,"APC","W_misc","  the first contacts the people of St Kilda had with the outside world. I imagine the same shyness, the same brazen demands. The geography of the island is",6,6,2,0.560379479742608,1.45082491650862,-0.60311765511875,2,0.999999974906385
844,922,"CKC","W_fict_prose","  doing with a spare radio in your cabin, Uncle?' I can hardly imagine her dropping in on Alexander at any time, far less occasionally. So,",6,2.5,2,0.560379479742608,-0.6818641711444,-0.60311765511875,2,0.999999950921953
845,923,"A0C","W_misc","  an informal, family-run restaurant in the country one day, so he can eventually imagine returning to the long hours of hotel and restaurant work. But for the time",6,2.5,3,0.560379479742608,-0.6818641711444,-0.0423946222428265,2,0.999999935182754
846,924,"H9D","W_fict_prose","  who, do you think?'' That chit of a daughter, I imagine. A rather sharp creature I always thought, but there. Of course I",2,3,1.5,-1.91170236394237,-0.377194301479682,-0.883479171556711,1,1
847,925,"JYE","W_fict_prose","  , then added thoughtfully,' What we should do without antibiotics I can't imagine. The number of lives saved since their discovery is almost incredible.' Thinking",5.5,2.5,2,0.251369249281986,-0.6818641711444,-0.60311765511875,2,0.999994987397272
848,926,"BPA","W_fict_prose","  she knew would be inevitable one day... before she was forty. She could imagine the coroner's disinterested voice.'... overdose while in a depressed state...",6,2.5,4,0.560379479742608,-0.6818641711444,0.518328410633096,2,0.999999948821321
849,927,"B7D","W_non_ac_nat_science","  a more general problem. Consider a cube which is disassembled into its pieces and imagine reassembling the pieces so that the outside facelets remain outside and the centres remain in",6,2,6.5,0.560379479742608,-0.986534040809118,1.9201359928229,2,0.999999996790129
850,929,"G01","W_fict_prose","  ' he chuckled. Carol looked at him. She couldn't even begin to imagine that amount of money. The figures were enough to make her head spin.",5.5,6.5,2,0.251369249281986,1.75549478617334,-0.60311765511875,2,0.999998467407144
851,930,"ACB","W_fict_prose","  The idea of being able to control things and people was something she could hardly imagine. One of the ways she visualized life was as a swirling, unpredictable tide",6,3,2,0.560379479742608,-0.377194301479682,-0.60311765511875,2,0.999999953269441
852,931,"JYC","W_fict_prose","  ?'' No,' he admitted.' Something for which, I imagine, the girls are profoundly grateful. I'm a throw-back to old Josh Probert",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
853,933,"H89","W_misc","  gorgeous trappings they look strangely uncomfortable: cold and hard and white, difficult to imagine back into life. Today, as the pavilions lie empty and neglected, they",6,2,5.5,0.560379479742608,-0.986534040809118,1.35941295994698,2,0.999999985416216
854,934,"C95","W_pop_lore","  fishkeeper -- now's the time for the same on test kits. Readers sometimes imagine that the various tanks in our office would provide a fascinating array of exotic fish",3,2.5,5.5,-1.29368190302113,-0.6818641711444,1.35941295994698,1,0.999999999999984
855,935,"HGG","W_fict_prose","  his mind at rest about the unexpected summons. She knew him, and could imagine his state now, half surly defiance, half anxious and defensive fear. He",5.5,5.5,2,0.251369249281986,1.14615504684391,-0.60311765511875,2,0.999997736665019
856,936,"H4A","S_meeting","  small business, which made Thatcher great. Every last one of them I would imagine that were in that room when I met them er a week ago Friday I",2,6,2.5,-1.91170236394237,1.45082491650862,-0.322756138680788,1,1
857,937,"K69","S_interview_oral_history","  because we, we, we were stepping into a new area, you can imagine from, from wires to something with no wires, and the risk of that",5.5,5.5,3,0.251369249281986,1.14615504684391,-0.0423946222428265,2,0.999996828355821
858,938,"HPC","W_misc","  of the sacrifice needed to build his unique sports car. It's hard to imagine that the smart two-seater started out as a Triumph Herald which failed its MoT.",4,6.5,3,-0.675661442099883,1.75549478617334,-0.0423946222428265,1,0.999661425206778
859,940,"CK0","W_fict_prose","  Not that I can't be doing with this now.'' I can imagine,' I said, and we were silent. It was around fifteen minutes",5.5,5,1.5,0.251369249281986,0.841485177179189,-0.883479171556711,2,0.999998136479416
860,941,"CG1","W_pop_lore","  's closer to Hard Very Severe than the traditional Very Severe. I can't imagine anyone reversing the delicate traverse -- although I think the groove below is technically harder",6,2.5,2.5,0.560379479742608,-0.6818641711444,-0.322756138680788,2,0.999999939852924
861,942,"G02","W_fict_prose","  ... you really are a wicked child, aren't you? I can not imagine what possesses you. When I switch on, I want you to go down",5.5,5.5,1.5,0.251369249281986,1.14615504684391,-0.883479171556711,2,0.999998423462446
862,943,"K6T","S_interview_oral_history","  (unclear) (SP:PS5M6) Probably (SP:K6TPS000) probably. (SP:PS5M6) It would probably come off first I would imagine, I don't know. (SP:K6TPS000) Mhm (SP:PS5M6) I don't really know because",2,3,1.5,-1.91170236394237,-0.377194301479682,-0.883479171556711,1,1
863,944,"H90","W_fict_prose","  I noticed when Bowyer and Southgate left for the hunt. However, can you imagine what would happen if such a horse was not only spurred but goaded by a",6,2.5,5,0.560379479742608,-0.6818641711444,1.07905144350902,2,0.999999975840788
864,945,"A7G","W_misc","  forest may have none at all by the year 2,000. It's hard to imagine a vast country like Brazil totally stripped of forest but it could happen unless we",6,2.5,5.5,0.560379479742608,-0.6818641711444,1.35941295994698,2,0.999999986313172
865,946,"BMC","W_pop_lore","  present performance certainly makes a splendid case for the piece, and I can't imagine anyone hearing it without great pleasure. Rimsky is, of course, a much",5.5,2.5,1.5,0.251369249281986,-0.6818641711444,-0.883479171556711,2,0.999996597278714
866,947,"HP0","W_fict_prose","  newsprint in which every letter o was a hole through the paper, and then imagine that the paper was magnified to a width of two feet and pasted onto a",6,2,6,0.560379479742608,-0.986534040809118,1.63977447638494,2,0.999999992703669
867,948,"C98","W_fict_prose","  man could help but look at her more than twice.' George could not imagine how a change of clothing could create such a transformation in his plain youngest sister",6,6,6,0.560379479742608,1.45082491650862,1.63977447638494,2,0.999999997259174
868,949,"JY1","W_fict_prose","  they'd be extremely hurt if they thought I believed otherwise.' Leith could imagine that would be the case, and, even though she knew the answer to",5.5,3,1.5,0.251369249281986,-0.377194301479682,-0.883479171556711,2,0.999996887694509
869,951,"C9M","W_pop_lore","  yet, I just heard about it.' But it would be difficult to imagine May separated from his lifelong playing companion.' I'd certainly find life very",6,2.5,2,0.560379479742608,-0.6818641711444,-0.60311765511875,2,0.999999950921953
870,952,"ACW","W_fict_prose","  rough workman's hands. He screwed his eyes tightly shut and tried not to imagine what they were doing together in the room with the shuttered window. Although he",6.5,5,6,0.869389710203231,0.841485177179189,1.63977447638494,2,0.999999999887087
871,953,"J2G","W_fict_prose","  "" The McLaren girl nodded. "" It seemed longer. "" "" I can imagine, "" Mrs. Favor said. "" Did they treat you all right? """,6,6,1.5,0.560379479742608,1.45082491650862,-0.883479171556711,2,0.999999981445766
872,954,"AAR","W_newsp_brdsht_nat_arts","  Havel directly if he wanted to be president. He said that he could not imagine conditions arising that would make it possible, stressed the collective nature of the democratic",6,3,1.5,0.560379479742608,-0.377194301479682,-0.883479171556711,2,0.999999966326521
874,956,"CAK","W_non_ac_polit_law_edu","  ' something I can't reveal to you -- although I'm sure you can imagine what may or may not appear'. No need to imagine. In Shock",6,3,2.5,0.560379479742608,-0.377194301479682,-0.322756138680788,2,0.999999942975332
875,958,"HTW","W_fict_prose","  happened to him?'' Still in deep, old Michael, I should imagine. He wouldn't want to know any more. That kind of man.",2,4.5,1.5,-1.91170236394237,0.536815307514471,-0.883479171556711,1,1
876,959,"CK4","W_pop_lore","  , amongst others, is one of the most accommodating interviewees it's possible to imagine, seeming to feel under sentence to talk until someone makes his stop. So",5.5,5.5,2,0.251369249281986,1.14615504684391,-0.60311765511875,2,0.999997736665019
878,961,"KRL","S_brdcast_discussn","  whole of that allowance, by any stretch of the imagination, but I can imagine people out there now reaching for their phones and probably going to disagree with me",5.5,3,5,0.251369249281986,-0.377194301479682,1.07905144350902,2,0.999996946401254
879,962,"HGV","W_fict_prose","  and family,' he said in a blustering way.' What do you imagine I will do -- go and tell your wife my story?' Theda gave",4,2.5,2,-0.675661442099883,-0.6818641711444,-0.60311765511875,1,0.999931640314183
880,963,"CFV","W_advert","  # Soaking up the sun on a sparkling coral beach, it's hard to imagine how our lush Reef Resort was built in Cairns, North Queensland without a single",6,6,5,0.560379479742608,1.45082491650862,1.07905144350902,2,0.999999989686426
881,964,"B2U","W_misc","  ' dresses # kitchen units # men's shoes # dining-room furniture # 9 # Imagine you are responsible for the window displays in your shop. You have to create",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
882,965,"KE2","S_conv","  lots of trees there? (SP:PS0W2) Well there would be, yes, I would imagine or if they certainly would, they would of been in the past, they",1.5,5,3,-2.220712594403,0.841485177179189,-0.0423946222428265,1,1
883,966,"G27","W_pop_lore","  know it's difficult to get the wood, Mr Noah, but can you imagine the cost of a rotomoulded Ark?' and Simon Dawson with' Shaun Baker",6,2.5,2.5,0.560379479742608,-0.6818641711444,-0.322756138680788,2,0.999999939852924
884,967,"BMM","W_biography","  difficult to cope with. In Jamaica, you could not avoid learning. I imagine that many older people in Britain will recognize this type of education, and I",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
885,968,"KCJ","S_conv","  that on there (SP:PS1C8) mm, mm (SP:PS1C7) should nee stand now (SP:PS1C8) I should imagine it should stand normally, just like (SP:PS1C7) er (SP:PS1C8) anything else (unclear) (SP:PS1C7) I",2,4.5,2.5,-1.91170236394237,0.536815307514471,-0.322756138680788,1,1
886,969,"F9J","W_misc","  Mail on Sunday,' is 100 today -- and it would be hard to imagine a less welcome present than this biography, which struggles feebly but nastily to belittle",5.5,3,3.5,0.251369249281986,-0.377194301479682,0.237966894195135,2,0.999993340187135
887,970,"KE4","S_conv","  Well like a sore head tablet in it. (SP:PS0WN) (sighing) Oh. Can't imagine, I did nay, have a sore head tablet. (SP:PS0WS) Mm? (SP:PS0WN)",6,5.5,2,0.560379479742608,1.14615504684391,-0.60311765511875,2,0.999999971059077
888,971,"EFG","W_pop_lore","  And this is one of the most wonderful and exciting.' I can't imagine what it's going to be like -- sitting at home and there's three",6,3,2.5,0.560379479742608,-0.377194301479682,-0.322756138680788,2,0.999999942975332
889,972,"KCV","S_conv","  I hope not (pause) what's that? (SP:PS125) I don't know, I imagine that it's something tha-- they're construct some work of art they (SP:PS0H7) They",2,5.5,2.5,-1.91170236394237,1.14615504684391,-0.322756138680788,1,1
890,973,"CCK","W_non_ac_polit_law_edu","  around:' Why are there no pornographic magazines in Romania?'' Just imagine which couple would appear on the front cover!' Jokes about the Ceauescus abounded",6,2,5.5,0.560379479742608,-0.986534040809118,1.35941295994698,2,0.999999985416216
891,974,"APM","W_fict_prose","  fish and wear a wig and dance with fashionable rabbis at weddings, you can imagine how Dad took to that. She never got on with Dad, he was",6,6,2,0.560379479742608,1.45082491650862,-0.60311765511875,2,0.999999974906385
892,975,"ED6","W_misc","  EMI). The 1984 performance starts with dodgy ensemble, and one can almost imagine the glint in Mravinsky's eye at the mis-tuning of the first note in the",6,5.5,5.5,0.560379479742608,1.14615504684391,1.35941295994698,2,0.999999993261265
893,976,"KBF","S_conv","  they can't miss out on Christmas but are sometimes naughty children. Cos you imagine the thousands of children there are. (SP:PS04Y) Mm. (SP:PS04X) Children? (SP:PS04Y) (laugh) (SP:PS04U)",5.5,5.5,3,0.251369249281986,1.14615504684391,-0.0423946222428265,2,0.999996828355821
894,977,"CAT","W_pop_lore","  1984. I crept up to my first victim in the same way as I imagine a lion cub stalks it first wildebeest -- clumsily. I was consequently staggered to",5,3,5.5,-0.0576409811786373,-0.377194301479682,1.35941295994698,2,0.999020513280611
895,978,"H5E","S_meeting","  so that is something I need to get from you Bill. So you can imagine the sort of conversations we're gon na have when Ray and Cynthia are talking",5.5,3,2,0.251369249281986,-0.377194301479682,-0.60311765511875,2,0.999995434863898
896,980,"FS0","W_biography","  so with him back in February. He sounded pretty good. I tried to imagine how I'd have coped with a year's solitary confinement. It was unimaginable",6.5,2.5,5,0.869389710203231,-0.6818641711444,1.07905144350902,2,0.999999999365432
897,981,"CD3","W_non_ac_humanities_arts","  Some of the poor made quite a good living from these services and one can imagine an efficient' bush telegraph' system to alert others of forthcoming requiems. Not",6,4,2,0.560379479742608,0.232145437849754,-0.60311765511875,2,0.99999995957063
898,982,"KRH","S_brdcast_discussn","  evolve, develop quite a lot of detective sense, to meet people, to imagine where could further letters be that would help me, and you have to charm",5.5,3.5,4.5,0.251369249281986,-0.0725244318149641,0.798689927071058,2,0.999996047858962
899,983,"ASS","W_fict_prose","  mirror, no one, not even the police, would be stupid enough to imagine that Elinor could be the victim of a crime passionnel. The only passion involved",5.5,2,4,0.251369249281986,-0.986534040809118,0.518328410633096,2,0.999992825440941
900,984,"K97","W_newsp_other_report","  still on the' gangplank' because of the uncertainty.' I can not imagine a worse torture than not knowing how long your pension will be paid,'",6,3.5,1.5,0.560379479742608,-0.0725244318149641,-0.883479171556711,2,0.999999968297755
902,986,"CG1","W_pop_lore","  things we were too frightened to attempt.' I don't think I can imagine how frightening that is. In July Steve leaves for the Karakoram to attempt Ultar",6,5,2,0.560379479742608,0.841485177179189,-0.60311765511875,2,0.999999967138727
903,988,"JY6","W_fict_prose","  '' Through binoculars?'' You're too serious, Char. Why imagine the worst scenario? Just think, some day you could be telling your grandchildren",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
